epoch,complexity,train_loss,train_acc,val_loss,val_acc
76,0.7676767676767676,0.00019209550693631173,1.0,0.0001791905067096065,1.0
77,0.7777777777777778,0.0001979609770933166,1.0,0.00019830191948650672,1.0
78,0.7878787878787878,0.00022082256735302507,1.0,0.00021278466530410306,1.0
79,0.797979797979798,0.00022465597547125071,1.0,0.00023693765979260206,1.0
80,0.8080808080808081,0.00021586435963399708,1.0,0.00022021122068898485,1.0
81,0.8181818181818182,0.00023894009820651262,1.0,0.00024699342195942463,1.0
82,0.8282828282828283,0.0002556877152528614,1.0,0.00024074214785027185,1.0
83,0.8383838383838383,0.000248377796378918,1.0,0.00024201059048729285,1.0
84,0.8484848484848485,0.00025942677864804865,1.0,0.00022215107414272746,1.0
85,0.8585858585858586,0.00029247061465866866,1.0,0.00025532630388624966,1.0
86,0.8686868686868687,0.0002841226977761835,1.0,0.0002608462611013757,1.0
87,0.8787878787878788,0.00030021031096111984,1.0,0.00028974079344022485,1.0
88,0.8888888888888888,0.00031563282245770095,1.0,0.00026705345538045676,1.0
89,0.898989898989899,0.0003129877569153905,1.0,0.00029173115659172514,1.0
90,0.9090909090909091,0.000306707001873292,1.0,0.0003110309792516221,1.0
91,0.9191919191919192,0.00035003805765882135,1.0,0.0002633296784811786,1.0
92,0.9292929292929293,0.00034193089697510004,1.0,0.0002684254245001024,1.0
93,0.9393939393939394,0.00034360449993982913,1.0,0.0002900419765085514,1.0
94,0.9494949494949495,0.00034081158344633877,1.0,0.00032197439577430487,1.0
95,0.9595959595959596,0.00033006927638780327,1.0,0.00030059613969310055,1.0
96,0.9696969696969697,0.0003628498676698655,1.0,0.00036965261097066104,1.0
97,0.9797979797979798,0.0003729853418190032,1.0,0.0003050204790529928,1.0
98,0.98989898989899,0.00036542770511005073,1.0,0.00032683507639116475,1.0
99,1.0,0.00036823256290517746,1.0,0.00029053245504785864,1.0
